SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
300613,0,Cash loans,F,Y,N,1,135000.0,630000.0,30307.5,630000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.025164,-14875,-2429,-8196.0,-4906,10.0,1,1,1,1,1,0,Sales staff,3.0,2,2,SUNDAY,7,0,0,0,0,0,0,Trade: type 7,0.6822391026313345,0.2432502518367389,0.5316861425197883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-315.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
286537,0,Revolving loans,F,Y,Y,0,180000.0,202500.0,10125.0,202500.0,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,0.018029,-16111,-445,-1751.0,-1900,9.0,1,1,0,1,0,0,Core staff,2.0,3,3,SATURDAY,7,0,0,0,0,0,0,Government,,0.4745427150331085,0.5779691187553125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1372.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
"270747,1,Cash loans,M,Y,N,1,112500.0,277969.5,13648.5,229500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.006207,-15806,-697,-7253.0,-3533,12.0,1,1,0,1,0,0,Drivers,3.0,2,2,WEDNESDAY,10,0,0,0,0,0,0,Self-employed,,0.007374126162496,0.6313545365850379,0.2866,0.0936,0.9806,0.7348,,0.0,0.0345,0.2083,0.25,0.0906,0.2328,0.0649,0.0039,0.0,0.292,0.0971,0.9806,0.7452,,0.0,0.0345,0.2083,0.25,0.0927,0.2544,0.0676,0.0039,0.0,0.2894,0.0936,0.9806,0.7383,,0.0,0.0345,0.2083,0.25,0.0922,0.2369,0.0661,0.0039,0.0,reg oper account,block of flats,0.0815,""Stone, brick"",No,0.0,0.0,0.0,0.0,-309.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0"
444802,0,Cash loans,M,Y,Y,1,157500.0,781695.0,20749.5,652500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.008019,-14678,-2568,-940.0,-5355,15.0,1,1,1,1,0,0,Drivers,3.0,2,2,FRIDAY,16,0,0,0,0,1,1,Trade: type 3,,0.4263182586063201,0.3425288720742255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1452.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
398379,0,Cash loans,M,Y,Y,0,450000.0,1288350.0,41692.5,1125000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.018801,-17689,-2701,-1244.0,-1228,14.0,1,1,0,1,0,0,Managers,2.0,2,2,SATURDAY,13,0,0,0,1,1,0,Trade: type 7,,0.3589860528459664,0.4400578303966329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1735.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
288842,0,Cash loans,F,N,N,0,112500.0,568800.0,20430.0,450000.0,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,0.02461,-20159,365243,-4388.0,-3617,,1,0,0,1,0,0,,1.0,2,2,MONDAY,15,0,0,0,0,0,0,XNA,0.6053544085587724,0.6448778070139275,0.5726825047161584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,-2341.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0
344604,0,Cash loans,F,N,Y,0,135000.0,390960.0,16695.0,337500.0,Family,Pensioner,Secondary / secondary special,Widow,Municipal apartment,0.020713,-23643,365243,-6633.0,-4067,,1,0,0,1,0,0,,1.0,3,2,WEDNESDAY,5,0,0,0,0,0,0,XNA,,0.7166387015703907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,7.0,0.0,-1112.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,4.0
"414522,0,Cash loans,F,Y,Y,2,180000.0,1540305.0,42484.5,1206000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.0072739999999999,-12507,-2002,-3879.0,-1041,5.0,1,1,0,1,0,0,High skill tech staff,3.0,2,2,SUNDAY,10,0,0,0,0,0,0,Transport: type 3,0.5186278843088988,0.1879556065441748,,0.0124,0.0,0.9762,,,,0.069,0.0417,,,,0.0095,,,0.0126,0.0,0.9762,,,,0.069,0.0417,,,,0.0099,,,0.0125,0.0,0.9762,,,,0.069,0.0417,,,,0.0096,,,,block of flats,0.0074,""Stone, brick"",No,2.0,0.0,2.0,0.0,-6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0"
"137737,0,Cash loans,F,N,Y,0,144000.0,630000.0,40392.0,630000.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.030755,-20531,365243,-9221.0,-3658,,1,0,0,1,1,0,,2.0,2,2,MONDAY,16,0,0,0,0,0,0,XNA,0.8144059102518374,0.7923439834755822,0.746300213050371,0.0608,0.2091,0.9871,0.8232,0.0141,0.0,0.2069,0.1667,0.2083,0.0873,0.0496,0.0561,0.0,0.0,0.062,0.217,0.9871,0.8301,0.0142,0.0,0.2069,0.1667,0.2083,0.0893,0.0542,0.0585,0.0,0.0,0.0614,0.2091,0.9871,0.8256,0.0142,0.0,0.2069,0.1667,0.2083,0.0888,0.0504,0.0571,0.0,0.0,reg oper spec account,block of flats,0.0518,""Stone, brick"",No,0.0,0.0,0.0,0.0,-1795.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0"
311506,0,Cash loans,F,N,Y,0,157500.0,273636.0,15408.0,247500.0,Family,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.030755,-21471,365243,-1284.0,-4529,,1,0,0,1,0,0,,2.0,2,2,FRIDAY,10,0,0,0,0,0,0,XNA,,0.6877036420972454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1352.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
190639,1,Cash loans,M,N,Y,0,135000.0,469152.0,31864.5,405000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.022625,-14947,-2361,-9045.0,-4633,,1,1,1,1,1,0,Laborers,2.0,2,2,THURSDAY,11,0,0,0,0,0,0,Self-employed,,0.136592010511761,0.2392262794694045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-293.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
242336,0,Cash loans,M,N,Y,0,135000.0,545040.0,25537.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.002134,-18059,-1583,-4006.0,-1598,,1,1,0,1,0,0,Drivers,2.0,3,3,FRIDAY,12,0,0,0,0,1,1,Self-employed,,0.41921024506625,0.7557400501752248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
103244,0,Cash loans,F,N,Y,2,83250.0,1442952.0,39681.0,1260000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-15871,-8964,-4502.0,-4894,,1,1,1,1,1,0,Core staff,4.0,2,2,TUESDAY,15,0,0,0,0,0,0,Medicine,,0.6654208427391469,0.190705947811054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-633.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
345241,0,Cash loans,F,N,Y,0,103500.0,808650.0,24601.5,675000.0,Unaccompanied,State servant,Secondary / secondary special,Widow,House / apartment,0.0145199999999999,-20748,-2413,-10918.0,-4289,,1,1,1,1,1,0,Medicine staff,1.0,2,2,WEDNESDAY,8,0,0,0,0,0,0,Other,0.6945214190600811,0.3630974055626081,0.7032033049040319,0.1031,0.0983,0.9851,0.7959999999999999,0.0115,0.0,0.2069,0.1667,0.2083,0.0619,0.0841,0.0945,0.0,0.0263,0.105,0.0922,0.9851,0.804,0.0116,0.0,0.2069,0.1667,0.2083,0.0615,0.0918,0.0984,0.0,0.0275,0.1041,0.0983,0.9851,0.7987,0.0116,0.0,0.2069,0.1667,0.2083,0.063,0.0855,0.0962,0.0,0.0268,reg oper account,block of flats,0.0806,Panel,No,0.0,0.0,0.0,0.0,-2417.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
"188769,0,Cash loans,F,N,Y,0,216000.0,696150.0,33619.5,562500.0,Family,Working,Incomplete higher,Married,House / apartment,0.00733,-9610,-2639,-8388.0,-485,,1,1,0,1,0,0,Core staff,2.0,2,2,THURSDAY,17,0,0,0,0,0,0,Trade: type 3,,0.6797168886626803,,0.1619,0.0,0.9841,0.7824,0.0255,0.0,0.4138,0.1667,0.2083,0.121,0.132,0.159,0.0,0.0,0.1649,0.0,0.9841,0.7909,0.0257,0.0,0.4138,0.1667,0.2083,0.1238,0.1442,0.1657,0.0,0.0,0.1634,0.0,0.9841,0.7853,0.0256,0.0,0.4138,0.1667,0.2083,0.1231,0.1342,0.1618,0.0,0.0,reg oper account,block of flats,0.139,""Stone, brick"",No,3.0,0.0,3.0,0.0,-246.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"
265810,1,Cash loans,M,N,N,0,315000.0,1078200.0,34911.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.008068,-15708,-1710,-1566.0,-1566,,1,1,1,1,0,0,Drivers,2.0,3,3,WEDNESDAY,14,0,0,0,0,0,0,Business Entity Type 3,,0.2508359551657668,0.2735646775174348,0.1113,0.0483,0.998,,,0.08,0.069,0.3333,,,,0.0951,,0.0,0.1134,0.0501,0.998,,,0.0806,0.069,0.3333,,,,0.0991,,0.0,0.1124,0.0483,0.998,,,0.08,0.069,0.3333,,,,0.0968,,0.0,,block of flats,0.0896,Panel,No,1.0,0.0,1.0,0.0,-1646.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
266371,0,Cash loans,F,N,Y,0,67500.0,1078200.0,31653.0,900000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.022625,-20344,365243,-8069.0,-3837,,1,0,0,1,1,0,,2.0,2,2,WEDNESDAY,14,0,0,0,0,0,0,XNA,,0.7310609529449313,,0.334,0.2099,0.9891,,,0.4,0.3448,0.3333,0.375,0.1966,,0.3657,,0.0049,0.3403,0.2178,0.9891,,,0.4028,0.3448,0.3333,0.375,0.2011,,0.381,,0.0052,0.3373,0.2099,0.9891,,,0.4,0.3448,0.3333,0.375,0.2001,,0.3722,,0.005,,block of flats,0.3627,Panel,No,0.0,0.0,0.0,0.0,-1224.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0
367943,0,Cash loans,F,Y,Y,2,90000.0,808650.0,23773.5,675000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,-19539,-2469,-7885.0,-3075,64.0,1,1,0,1,0,0,Core staff,4.0,2,2,THURSDAY,12,0,0,0,0,0,0,Self-employed,,0.6110131898302954,0.470456116119975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1535.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
377700,0,Cash loans,M,Y,Y,1,202500.0,218016.0,17352.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018209,-16612,-3215,-2602.0,-32,17.0,1,1,1,1,0,0,Laborers,3.0,3,3,SATURDAY,7,0,0,0,0,0,0,Business Entity Type 3,0.3580031131605824,0.3302732311435397,0.7076993447402619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2140.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0
280291,0,Cash loans,M,Y,Y,0,270000.0,1312110.0,55723.5,1125000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.035792,-21829,-1918,-3801.0,-4469,4.0,1,1,0,1,0,0,Accountants,2.0,2,2,FRIDAY,14,0,0,0,0,0,0,Business Entity Type 3,0.7264841047887092,0.6522096333442063,0.6347055309763198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,4.0,0.0,-563.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
359594,1,Cash loans,M,Y,Y,0,90000.0,398016.0,26595.0,360000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,With parents,0.015221,-10973,-1336,-670.0,-670,3.0,1,1,1,1,0,0,Sales staff,1.0,2,2,MONDAY,15,0,0,0,1,1,0,Self-employed,,0.3418851292510552,0.2678689358444539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,5.0,0.0,-640.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
"271370,0,Cash loans,F,N,Y,3,90000.0,333000.0,18193.5,333000.0,""Spouse, partner"",Working,Secondary / secondary special,Married,House / apartment,0.028663,-13728,-3272,-7200.0,-4437,,1,1,0,1,1,1,Low-skill Laborers,5.0,2,2,THURSDAY,11,0,0,0,0,0,0,Agriculture,0.3857354103026177,0.4303180716842013,0.6940926425266661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1743.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0"
420368,0,Cash loans,F,N,Y,1,81000.0,225000.0,10620.0,225000.0,Children,Working,Secondary / secondary special,Married,House / apartment,0.026392,-9915,-1831,-4487.0,-1336,,1,1,0,1,0,0,Core staff,3.0,2,2,WEDNESDAY,17,0,0,0,1,1,0,Kindergarten,,0.6734726884526796,0.3927738606031339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,8.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
"336138,0,Cash loans,F,N,N,0,72000.0,545040.0,25407.0,450000.0,Family,Commercial associate,Secondary / secondary special,Widow,House / apartment,0.00712,-13148,-4469,-6060.0,-3480,,1,1,1,1,0,0,Sales staff,1.0,2,2,MONDAY,10,0,0,0,0,0,0,Self-employed,0.5296048230394246,0.1915258625230554,0.6178261467332483,0.0619,0.0638,0.9727,0.626,0.0097,0.0,0.1034,0.1667,0.0417,0.0437,0.0504,0.0317,0.0,0.0243,0.063,0.0662,0.9727,0.6406,0.0097,0.0,0.1034,0.1667,0.0417,0.0447,0.0551,0.033,0.0,0.0257,0.0625,0.0638,0.9727,0.631,0.0097,0.0,0.1034,0.1667,0.0417,0.0444,0.0513,0.0322,0.0,0.0248,reg oper account,block of flats,0.0383,""Stone, brick"",No,4.0,0.0,4.0,0.0,-1867.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0"
158672,0,Cash loans,F,Y,Y,0,373500.0,1303812.0,38250.0,1138500.0,Unaccompanied,Commercial associate,Higher education,Separated,House / apartment,0.002506,-13104,-276,-7060.0,-4029,12.0,1,1,0,1,0,1,Managers,1.0,2,2,SATURDAY,4,0,0,0,0,1,1,Business Entity Type 3,,0.6337547896467001,0.6006575372857061,0.034,,0.9762,0.6736,0.0,0.0,0.1034,0.125,0.0417,,0.0277,0.0186,0.0,0.0346,0.0347,,0.9762,0.6864,0.0,0.0,0.1034,0.125,0.0417,,0.0303,0.0194,0.0,0.0367,0.0344,,0.9762,0.6779999999999999,0.0,0.0,0.1034,0.125,0.0417,,0.0282,0.0189,0.0,0.0354,reg oper account,block of flats,0.0222,,No,0.0,0.0,0.0,0.0,-1031.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
"272709,0,Cash loans,F,N,N,0,99000.0,651600.0,21663.0,562500.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.001417,-23082,365243,-4337.0,-4546,,1,0,0,1,1,0,,1.0,2,2,FRIDAY,7,0,0,0,0,0,0,XNA,,0.0257238722823844,0.6940926425266661,0.0289,,0.9752,,,,0.069,0.125,,,,0.0147,,,0.0294,,0.9752,,,,0.069,0.125,,,,0.0153,,,0.0291,,0.9752,,,,0.069,0.125,,,,0.015,,,,block of flats,0.0174,""Stone, brick"",No,0.0,0.0,0.0,0.0,-321.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0"
"192404,0,Cash loans,F,Y,N,0,315000.0,935640.0,88969.5,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.04622,-20335,-1543,-1401.0,-3781,5.0,1,1,1,1,1,0,Sales staff,2.0,1,1,WEDNESDAY,18,0,0,0,0,1,1,Business Entity Type 3,0.6801908965641513,0.7191894925094169,0.3490552510751822,0.0866,0.0884,0.997,,,0.12,0.1034,0.25,,,,0.1045,,0.0,0.0882,0.0918,0.997,,,0.1208,0.1034,0.25,,,,0.1089,,0.0,0.0874,0.0884,0.997,,,0.12,0.1034,0.25,,,,0.1064,,0.0,,block of flats,0.1001,""Stone, brick"",No,0.0,0.0,0.0,0.0,-1279.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0"
"153503,0,Cash loans,M,Y,Y,0,157500.0,269550.0,13891.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,With parents,0.031329,-13162,-1689,-2050.0,-975,3.0,1,1,0,1,0,0,Medicine staff,1.0,2,2,THURSDAY,14,0,0,0,0,0,0,Other,0.4351326631784555,0.4249390060807579,,0.1309,0.0,0.9856,0.8028,0.0117,0.0,0.2069,0.1667,0.2083,0.0522,0.1034,0.1224,0.0154,0.0328,0.1334,0.0,0.9856,0.8105,0.0118,0.0,0.2069,0.1667,0.2083,0.0534,0.1129,0.1275,0.0156,0.0347,0.1322,0.0,0.9856,0.8054,0.0118,0.0,0.2069,0.1667,0.2083,0.0531,0.1052,0.1246,0.0155,0.0334,reg oper account,block of flats,0.1133,""Stone, brick"",No,1.0,1.0,1.0,1.0,-162.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"
425402,0,Cash loans,F,N,Y,0,135000.0,398016.0,22846.5,360000.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.030755,-24689,365243,-10262.0,-4698,,1,0,0,1,1,0,,1.0,2,2,TUESDAY,10,0,0,0,0,0,0,XNA,,0.5236449579517265,0.7490217048463391,0.2227,0.087,0.9861,0.8096,0.0901,0.24,0.2069,0.3333,0.375,0.0808,0.1807,0.2361,0.0039,0.0176,0.2269,0.0902,0.9861,0.8171,0.0909,0.2417,0.2069,0.3333,0.375,0.0826,0.1974,0.246,0.0039,0.0186,0.2248,0.087,0.9861,0.8121,0.0906,0.24,0.2069,0.3333,0.375,0.0822,0.1838,0.2404,0.0039,0.0179,reg oper account,block of flats,0.2388,Panel,No,0.0,0.0,0.0,0.0,-551.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
445708,0,Cash loans,F,N,N,3,342337.5,1129500.0,28552.5,1129500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.072508,-20584,-411,-1610.0,-4145,,1,1,1,1,0,0,Core staff,5.0,1,1,SATURDAY,11,0,0,0,0,0,0,Insurance,,0.5546268612058701,0.6817058776720116,0.3887,0.2301,0.996,0.9456,0.212,0.64,0.2759,0.625,0.4167,0.0,0.3093,0.4074,0.0347,0.1155,0.396,0.2388,0.996,0.9477,0.2139,0.6445,0.2759,0.625,0.4167,0.0,0.3379,0.4245,0.035,0.1223,0.3924,0.2301,0.996,0.9463,0.2133,0.64,0.2759,0.625,0.4167,0.0,0.3147,0.4147,0.0349,0.118,reg oper spec account,block of flats,0.3454,Panel,No,0.0,0.0,0.0,0.0,-384.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
161480,0,Cash loans,M,Y,N,2,450000.0,1451047.5,57546.0,1354500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.030755,-15994,-2092,-5617.0,-2787,2.0,1,1,1,1,1,0,Managers,4.0,2,2,FRIDAY,10,0,0,0,0,0,0,Security,0.7197305188129739,0.5952174391479517,0.375711009574066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-447.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
"247361,0,Cash loans,F,N,Y,0,81000.0,288873.0,16713.0,238500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.04622,-18085,-739,-12006.0,-1638,,1,1,0,1,1,0,,1.0,1,1,WEDNESDAY,12,0,0,0,0,0,0,Other,0.6316168997564539,0.7464036302679987,0.7649392739475195,0.1149,0.0926,0.9871,0.8232,0.0,0.06,0.1897,0.25,0.2917,0.0728,0.0937,0.1228,0.0,0.0678,0.1134,0.0839,0.9782,0.7125,0.0,0.0,0.1034,0.1667,0.2083,0.0293,0.0992,0.1078,0.0,0.0,0.1161,0.0926,0.9871,0.8256,0.0,0.06,0.1897,0.25,0.2917,0.0741,0.0953,0.1251,0.0,0.0692,reg oper account,block of flats,0.1624,""Stone, brick"",No,1.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0"
